Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
W92000004,Wales,2010,NVQ1 only,"248,800","1,924,200",12.9,0.5
S92000003,Scotland,2010,NVQ1 only,"336,900","3,410,900",9.9,0.3
N92000002,Northern Ireland,2010,NVQ1 only,"126,600","1,155,300",11,0.9
K04000001,England and Wales,2010,NVQ1 only,"4,731,100","35,716,400",13.2,0.2
K03000001,Great Britain,2010,NVQ1 only,"5,068,000","39,127,300",13,0.1
K02000001,United Kingdom,2010,NVQ1 only,"5,194,600","40,282,600",12.9,0.1
E09000001,City of London,2010,with other qualifications,!,"5,000",!,!
E09000002,Barking and Dagenham,2010,with other qualifications,"14,300","115,200",12.5,2.6
E09000003,Barnet,2010,with other qualifications,"26,100","231,100",11.3,2.6
E09000004,Bexley,2010,with other qualifications,"9,200","146,400",6.3,2
E09000005,Brent,2010,with other qualifications,"81,700","212,500",38.4,4.5
E09000006,Bromley,2010,with other qualifications,"14,800","195,500",7.6,2.5
E09000007,Camden,2010,with other qualifications,"15,300","153,800",9.9,2.6
E09000008,Croydon,2010,with other qualifications,"18,200","237,500",7.7,2.4
E09000009,Ealing,2010,with other qualifications,"38,700","227,300",17,3.1
E09000010,Enfield,2010,with other qualifications,"24,500","197,300",12.4,2.5
E09000011,Greenwich,2010,with other qualifications,"16,800","167,600",10,2.3
E09000012,Hackney,2010,with other qualifications,"21,400","174,000",12.3,2.6
E09000013,Hammersmith and Fulham,2010,with other qualifications,"15,700","134,000",11.7,2.7
E09000014,Haringey,2010,with other qualifications,"26,700","176,900",15.1,2.9
E09000015,Harrow,2010,with other qualifications,"40,000","155,700",25.7,3.8
E09000016,Havering,2010,with other qualifications,"8,000","150,700",5.3,1.9
E09000017,Hillingdon,2010,with other qualifications,"27,900","175,300",15.9,3.2
E09000018,Hounslow,2010,with other qualifications,"37,300","171,800",21.7,3.4
E09000019,Islington,2010,with other qualifications,"15,600","146,800",10.6,2.4
E09000020,Kensington and Chelsea,2010,with other qualifications,"17,500","115,300",15.2,3
E09000021,Kingston upon Thames,2010,with other qualifications,"8,000","108,100",7.4,2.3
E09000022,Lambeth,2010,with other qualifications,"24,100","219,400",11,2.7
E09000023,Lewisham,2010,with other qualifications,"22,300","190,000",11.7,3
E09000024,Merton,2010,with other qualifications,"18,300","135,500",13.5,2.6
E09000025,Newham,2010,with other qualifications,"52,700","210,300",25,3.2
E09000026,Redbridge,2010,with other qualifications,"24,200","180,600",13.4,2.6
E09000027,Richmond upon Thames,2010,with other qualifications,"8,200","122,600",6.7,2.1
E09000028,Southwark,2010,with other qualifications,"22,900","206,500",11.1,2.8
E09000029,Sutton,2010,with other qualifications,"8,900","123,500",7.2,2.1
E09000030,Tower Hamlets,2010,with other qualifications,"34,400","182,300",18.9,3
E09000031,Waltham Forest,2010,with other qualifications,"32,600","174,000",18.7,3.1
E09000032,Wandsworth,2010,with other qualifications,"23,100","222,100",10.4,2.7
E09000033,Westminster,2010,with other qualifications,"23,500","157,400",14.9,3.3
E12000001,North East,2010,with other qualifications,"111,900","1,666,600",6.7,0.4
E12000002,North West,2010,with other qualifications,"329,100","4,503,800",7.3,0.3
E12000003,Yorkshire and The Humber,2010,with other qualifications,"277,200","3,364,200",8.2,0.4
E12000004,East Midlands,2010,with other qualifications,"232,300","2,880,500",8.1,0.5
E12000005,West Midlands,2010,with other qualifications,"273,400","3,509,300",7.8,0.4
E12000006,East,2010,with other qualifications,"299,600","3,658,800",8.2,0.5
E12000007,London,2010,with other qualifications,"773,800","5,521,800",14,0.5
E12000008,South East,2010,with other qualifications,"406,500","5,420,700",7.5,0.4
E12000009,South West,2010,with other qualifications,"235,000","3,266,500",7.2,0.4
E92000001,England,2010,with other qualifications,"2,938,600","33,792,200",8.7,0.1
W92000004,Wales,2010,with other qualifications,"140,800","1,924,200",7.3,0.4
S92000003,Scotland,2010,with other qualifications,"259,800","3,410,900",7.6,0.3
N92000002,Northern Ireland,2010,with other qualifications,"47,200","1,155,300",4.1,0.6
K04000001,England and Wales,2010,with other qualifications,"3,079,400","35,716,400",8.6,0.1
K03000001,Great Britain,2010,with other qualifications,"3,339,200","39,127,300",8.5,0.1
K02000001,United Kingdom,2010,with other qualifications,"3,386,400","40,282,600",8.4,0.1
E09000001,City of London,2010,with no qualifications,!,"5,000",!,!
E09000002,Barking and Dagenham,2010,with no qualifications,"19,500","115,200",16.9,2.9
E09000003,Barnet,2010,with no qualifications,"14,800","231,100",6.4,2
E09000004,Bexley,2010,with no qualifications,"13,900","146,400",9.5,2.4
E09000005,Brent,2010,with no qualifications,"10,900","212,500",5.1,2
E09000006,Bromley,2010,with no qualifications,"13,300","195,500",6.8,2.4
E09000007,Camden,2010,with no qualifications,"12,400","153,800",8,2.3
E09000008,Croydon,2010,with no qualifications,"16,000","237,500",6.8,2.2
E09000009,Ealing,2010,with no qualifications,"27,500","227,300",12.1,2.7
E09000010,Enfield,2010,with no qualifications,"20,600","197,300",10.4,2.3
E09000011,Greenwich,2010,with no qualifications,"18,300","167,600",10.9,2.4
E09000012,Hackney,2010,with no qualifications,"26,000","174,000",14.9,2.8
E09000013,Hammersmith and Fulham,2010,with no qualifications,"12,300","134,000",9.1,2.4
E09000014,Haringey,2010,with no qualifications,"22,600","176,900",12.8,2.7
E09000015,Harrow,2010,with no qualifications,"9,700","155,700",6.2,2.1
E09000016,Havering,2010,with no qualifications,"23,400","150,700",15.5,3.1
E09000017,Hillingdon,2010,with no qualifications,"24,000","175,300",13.7,3
E09000018,Hounslow,2010,with no qualifications,"20,700","171,800",12,2.7
E09000019,Islington,2010,with no qualifications,"13,200","146,800",9,2.2
E09000020,Kensington and Chelsea,2010,with no qualifications,"6,200","115,300",5.4,1.9
E09000021,Kingston upon Thames,2010,with no qualifications,"7,500","108,100",7,2.2
E09000022,Lambeth,2010,with no qualifications,"20,900","219,400",9.5,2.5
E09000023,Lewisham,2010,with no qualifications,"16,400","190,000",8.7,2.6
E09000024,Merton,2010,with no qualifications,"8,300","135,500",6.1,1.8
E09000025,Newham,2010,with no qualifications,"32,600","210,300",15.5,2.7
E09000026,Redbridge,2010,with no qualifications,"27,200","180,600",15.1,2.7
E09000027,Richmond upon Thames,2010,with no qualifications,"7,000","122,600",5.7,2
E09000028,Southwark,2010,with no qualifications,"21,600","206,500",10.4,2.7
E09000029,Sutton,2010,with no qualifications,"10,700","123,500",8.7,2.3
E09000030,Tower Hamlets,2010,with no qualifications,"21,700","182,300",11.9,2.5
E09000031,Waltham Forest,2010,with no qualifications,"29,000","174,000",16.6,3
E09000032,Wandsworth,2010,with no qualifications,"12,100","222,100",5.4,2
E09000033,Westminster,2010,with no qualifications,"12,300","157,400",7.8,2.5
E12000001,North East,2010,with no qualifications,"218,300","1,666,600",13.1,0.6
E12000002,North West,2010,with no qualifications,"544,100","4,503,800",12.1,0.4
E12000003,Yorkshire and The Humber,2010,with no qualifications,"433,600","3,364,200",12.9,0.5
E12000004,East Midlands,2010,with no qualifications,"373,200","2,880,500",13,0.7
E12000005,West Midlands,2010,with no qualifications,"530,500","3,509,300",15.1,0.6
E12000006,East,2010,with no qualifications,"382,200","3,658,800",10.4,0.5
E12000007,London,2010,with no qualifications,"552,600","5,521,800",10,0.4
E12000008,South East,2010,with no qualifications,"456,700","5,420,700",8.4,0.4
E12000009,South West,2010,with no qualifications,"271,600","3,266,500",8.3,0.4
E92000001,England,2010,with no qualifications,"3,762,900","33,792,200",11.1,0.2
W92000004,Wales,2010,with no qualifications,"256,300","1,924,200",13.3,0.5
S92000003,Scotland,2010,with no qualifications,"418,300","3,410,900",12.3,0.4
N92000002,Northern Ireland,2010,with no qualifications,"236,100","1,155,300",20.4,1.2
K04000001,England and Wales,2010,with no qualifications,"4,019,200","35,716,400",11.3,0.2
K03000001,Great Britain,2010,with no qualifications,"4,437,500","39,127,300",11.3,0.1
K02000001,United Kingdom,2010,with no qualifications,"4,673,500","40,282,600",11.6,0.1
E09000001,City of London,2011,NVQ4+,!,"2,100",!,!
E09000002,Barking and Dagenham,2011,NVQ4+,"31,800","118,200",26.9,3.6
E09000003,Barnet,2011,NVQ4+,"116,400","230,800",50.4,4.3
E09000004,Bexley,2011,NVQ4+,"39,400","145,000",27.2,3.9
E09000005,Brent,2011,NVQ4+,"65,700","217,600",30.2,4.3
E09000006,Bromley,2011,NVQ4+,"85,600","197,000",43.5,4.3
E09000007,Camden,2011,NVQ4+,"86,600","156,900",55.2,4.4
E09000008,Croydon,2011,NVQ4+,"87,600","238,400",36.7,4.1
E09000009,Ealing,2011,NVQ4+,"106,500","226,100",47.1,4.5
E09000010,Enfield,2011,NVQ4+,"74,200","201,800",36.8,3.9
E09000011,Greenwich,2011,NVQ4+,"72,100","166,900",43.2,3.8
E09000012,Hackney,2011,NVQ4+,"84,700","177,800",47.6,3.9
E09000013,Hammersmith and Fulham,2011,NVQ4+,"75,900","134,500",56.4,3.7
E09000014,Haringey,2011,NVQ4+,"90,400","179,400",50.4,4.3
E09000015,Harrow,2011,NVQ4+,"67,500","155,800",43.3,4
E09000016,Havering,2011,NVQ4+,"28,400","150,100",18.9,3.6
E09000017,Hillingdon,2011,NVQ4+,"63,900","181,100",35.3,3.9
E09000018,Hounslow,2011,NVQ4+,"82,600","174,700",47.3,3.8
E09000019,Islington,2011,NVQ4+,"89,500","152,500",58.7,3.9
E09000020,Kensington and Chelsea,2011,NVQ4+,"67,400","113,200",59.6,3.8
E09000021,Kingston upon Thames,2011,NVQ4+,"49,800","108,700",45.8,4.2
E09000022,Lambeth,2011,NVQ4+,"130,900","221,800",59,4.1
E09000023,Lewisham,2011,NVQ4+,"95,000","193,800",49,4.3
E09000024,Merton,2011,NVQ4+,"66,300","136,100",48.7,3.9
E09000025,Newham,2011,NVQ4+,"84,900","216,600",39.2,3.6
E09000026,Redbridge,2011,NVQ4+,"67,700","181,000",37.4,3.8
E09000027,Richmond upon Thames,2011,NVQ4+,"69,000","124,900",55.2,4.5
E09000028,Southwark,2011,NVQ4+,"112,600","210,800",53.4,4
E09000029,Sutton,2011,NVQ4+,"44,100","123,100",35.8,4.2
E09000030,Tower Hamlets,2011,NVQ4+,"85,600","185,300",46.2,3.7
E09000031,Waltham Forest,2011,NVQ4+,"67,600","176,200",38.4,3.9
E09000032,Wandsworth,2011,NVQ4+,"145,000","224,900",64.5,4.3
E09000033,Westminster,2011,NVQ4+,"96,700","160,800",60.1,3.9
E12000001,North East,2011,NVQ4+,"436,800","1,655,300",26.4,0.8
E12000002,North West,2011,NVQ4+,"1,291,100","4,478,300",28.8,0.6
E12000003,Yorkshire and The Humber,2011,NVQ4+,"911,400","3,345,500",27.2,0.7
E12000004,East Midlands,2011,NVQ4+,"806,600","2,861,200",28.2,0.9
E12000005,West Midlands,2011,NVQ4+,"916,700","3,496,700",26.2,0.7
E12000006,East,2011,NVQ4+,"1,058,900","3,651,900",29,0.8
E12000007,London,2011,NVQ4+,"2,532,300","5,583,900",45.3,0.7
E12000008,South East,2011,NVQ4+,"1,949,500","5,395,500",36.1,0.6
E12000009,South West,2011,NVQ4+,"1,068,700","3,245,700",32.9,0.8
E92000001,England,2011,NVQ4+,"10,972,000","33,713,800",32.5,0.2
W92000004,Wales,2011,NVQ4+,"559,900","1,916,600",29.2,0.6
S92000003,Scotland,2011,NVQ4+,"1,258,500","3,409,600",36.9,0.6
N92000002,Northern Ireland,2011,NVQ4+,"292,100","1,137,800",25.7,1.3
K04000001,England and Wales,2011,NVQ4+,"11,531,900","35,630,400",32.4,0.2
K03000001,Great Britain,2011,NVQ4+,"12,790,400","39,040,000",32.8,0.2
K02000001,United Kingdom,2011,NVQ4+,"13,082,500","40,177,700",32.6,0.2
E09000001,City of London,2011,NVQ3 only,!,"2,100",!,!
E09000002,Barking and Dagenham,2011,NVQ3 only,"14,400","118,200",12.2,2.7
E09000003,Barnet,2011,NVQ3 only,"28,700","230,800",12.4,2.9
E09000004,Bexley,2011,NVQ3 only,"26,600","145,000",18.3,3.4
E09000005,Brent,2011,NVQ3 only,"33,600","217,600",15.4,3.4
E09000006,Bromley,2011,NVQ3 only,"32,600","197,000",16.6,3.2
E09000007,Camden,2011,NVQ3 only,"19,400","156,900",12.4,2.9
E09000008,Croydon,2011,NVQ3 only,"31,400","238,400",13.2,2.9
E09000009,Ealing,2011,NVQ3 only,"30,200","226,100",13.4,3
E09000010,Enfield,2011,NVQ3 only,"27,300","201,800",13.5,2.7
E09000011,Greenwich,2011,NVQ3 only,"24,300","166,900",14.6,2.7
E09000012,Hackney,2011,NVQ3 only,"15,200","177,800",8.6,2.2
E09000013,Hammersmith and Fulham,2011,NVQ3 only,"15,300","134,500",11.3,2.4
E09000014,Haringey,2011,NVQ3 only,"19,900","179,400",11.1,2.7
E09000015,Harrow,2011,NVQ3 only,"21,900","155,800",14.1,2.8
E09000016,Havering,2011,NVQ3 only,"27,800","150,100",18.5,3.6
E09000017,Hillingdon,2011,NVQ3 only,"21,200","181,100",11.7,2.6
E09000018,Hounslow,2011,NVQ3 only,"19,000","174,700",10.9,2.4
E09000019,Islington,2011,NVQ3 only,"11,200","152,500",7.4,2.1
E09000020,Kensington and Chelsea,2011,NVQ3 only,"12,500","113,200",11,2.5
E09000021,Kingston upon Thames,2011,NVQ3 only,"14,200","108,700",13,2.9
E09000022,Lambeth,2011,NVQ3 only,"19,700","221,800",8.9,2.4
E09000023,Lewisham,2011,NVQ3 only,"23,100","193,800",11.9,2.8
E09000024,Merton,2011,NVQ3 only,"16,900","136,100",12.4,2.6
E09000025,Newham,2011,NVQ3 only,"21,700","216,600",10,2.2
E09000026,Redbridge,2011,NVQ3 only,"24,200","181,000",13.4,2.6
E09000027,Richmond upon Thames,2011,NVQ3 only,"18,700","124,900",15,3.2
E09000028,Southwark,2011,NVQ3 only,"22,300","210,800",10.6,2.5
E09000029,Sutton,2011,NVQ3 only,"18,700","123,100",15.2,3.1
E09000030,Tower Hamlets,2011,NVQ3 only,"20,200","185,300",10.9,2.3
E09000031,Waltham Forest,2011,NVQ3 only,"19,000","176,200",10.8,2.5
E09000032,Wandsworth,2011,NVQ3 only,"16,200","224,900",7.2,2.3
E09000033,Westminster,2011,NVQ3 only,"15,600","160,800",9.7,2.4
E12000001,North East,2011,NVQ3 only,"291,500","1,655,300",17.6,0.7
E12000002,North West,2011,NVQ3 only,"757,800","4,478,300",16.9,0.5
E12000003,Yorkshire and The Humber,2011,NVQ3 only,"545,200","3,345,500",16.3,0.6
E12000004,East Midlands,2011,NVQ3 only,"515,200","2,861,200",18,0.8
E12000005,West Midlands,2011,NVQ3 only,"572,700","3,496,700",16.4,0.6
E12000006,East,2011,NVQ3 only,"617,400","3,651,900",16.9,0.7
E12000007,London,2011,NVQ3 only,"682,700","5,583,900",12.2,0.5
E12000008,South East,2011,NVQ3 only,"931,300","5,395,500",17.3,0.5
E12000009,South West,2011,NVQ3 only,"575,000","3,245,700",17.7,0.6
E92000001,England,2011,NVQ3 only,"5,488,900","33,713,800",16.3,0.2
W92000004,Wales,2011,NVQ3 only,"324,700","1,916,600",16.9,0.5
S92000003,Scotland,2011,NVQ3 only,"523,900","3,409,600",15.4,0.4
N92000002,Northern Ireland,2011,NVQ3 only,"149,700","1,137,800",13.2,1
K04000001,England and Wales,2011,NVQ3 only,"5,813,600","35,630,400",16.3,0.2
K03000001,Great Britain,2011,NVQ3 only,"6,337,500","39,040,000",16.2,0.2
K02000001,United Kingdom,2011,NVQ3 only,"6,487,200","40,177,700",16.1,0.2
E09000001,City of London,2011,Trade Apprenticeships,!,"2,100",!,!
E09000002,Barking and Dagenham,2011,Trade Apprenticeships,"3,800","118,200",3.2,1.4
E09000003,Barnet,2011,Trade Apprenticeships,"2,400","230,800",1,*
E09000004,Bexley,2011,Trade Apprenticeships,"3,200","145,000",2.2,1.3
E09000005,Brent,2011,Trade Apprenticeships,"3,300","217,600",1.5,*
E09000006,Bromley,2011,Trade Apprenticeships,"3,500","197,000",1.8,*
E09000007,Camden,2011,Trade Apprenticeships,!,"156,900",!,!
E09000008,Croydon,2011,Trade Apprenticeships,"5,400","238,400",2.3,1.3
E09000009,Ealing,2011,Trade Apprenticeships,"3,100","226,100",1.4,*
E09000010,Enfield,2011,Trade Apprenticeships,"2,900","201,800",1.5,1
E09000011,Greenwich,2011,Trade Apprenticeships,"2,200","166,900",1.3,0.9
E09000012,Hackney,2011,Trade Apprenticeships,"1,800","177,800",1,*
E09000013,Hammersmith and Fulham,2011,Trade Apprenticeships,"2,000","134,500",1.5,0.9
E09000014,Haringey,2011,Trade Apprenticeships,"1,900","179,400",1,*
E09000015,Harrow,2011,Trade Apprenticeships,"2,300","155,800",1.5,*
E09000016,Havering,2011,Trade Apprenticeships,"5,000","150,100",3.4,1.7
E09000017,Hillingdon,2011,Trade Apprenticeships,"6,600","181,100",3.6,1.5
E09000018,Hounslow,2011,Trade Apprenticeships,"2,400","174,700",1.4,*
E09000019,Islington,2011,Trade Apprenticeships,"2,000","152,500",1.3,*
E09000020,Kensington and Chelsea,2011,Trade Apprenticeships,~,"113,200",0.4,*
E09000021,Kingston upon Thames,2011,Trade Apprenticeships,900,"108,700",0.8,*
E09000022,Lambeth,2011,Trade Apprenticeships,"1,600","221,800",0.7,*
E09000023,Lewisham,2011,Trade Apprenticeships,"3,300","193,800",1.7,*
E09000024,Merton,2011,Trade Apprenticeships,800,"136,100",0.6,*
E09000025,Newham,2011,Trade Apprenticeships,900,"216,600",0.4,*
E09000026,Redbridge,2011,Trade Apprenticeships,"2,000","181,000",1.1,*
E09000027,Richmond upon Thames,2011,Trade Apprenticeships,700,"124,900",0.6,*
E09000028,Southwark,2011,Trade Apprenticeships,"1,600","210,800",0.7,*
E09000029,Sutton,2011,Trade Apprenticeships,"5,100","123,100",4.1,1.7
E09000030,Tower Hamlets,2011,Trade Apprenticeships,800,"185,300",0.4,*
E09000031,Waltham Forest,2011,Trade Apprenticeships,"3,500","176,200",2,1.1
E09000032,Wandsworth,2011,Trade Apprenticeships,"2,300","224,900",1,*
E09000033,Westminster,2011,Trade Apprenticeships,"1,600","160,800",1,*
E12000001,North East,2011,Trade Apprenticeships,"76,100","1,655,300",4.6,0.4
E12000002,North West,2011,Trade Apprenticeships,"191,500","4,478,300",4.3,0.3
E12000003,Yorkshire and The Humber,2011,Trade Apprenticeships,"138,400","3,345,500",4.1,0.3
E12000004,East Midlands,2011,Trade Apprenticeships,"106,400","2,861,200",3.7,0.4
E12000005,West Midlands,2011,Trade Apprenticeships,"115,100","3,496,700",3.3,0.3
E12000006,East,2011,Trade Apprenticeships,"141,600","3,651,900",3.9,0.3
E12000007,London,2011,Trade Apprenticeships,"79,900","5,583,900",1.4,0.2
E12000008,South East,2011,Trade Apprenticeships,"184,600","5,395,500",3.4,0.2
E12000009,South West,2011,Trade Apprenticeships,"129,000","3,245,700",4,0.3
E92000001,England,2011,Trade Apprenticeships,"1,162,600","33,713,800",3.4,0.1
W92000004,Wales,2011,Trade Apprenticeships,"76,200","1,916,600",4,0.3
S92000003,Scotland,2011,Trade Apprenticeships,"172,600","3,409,600",5.1,0.3
N92000002,Northern Ireland,2011,Trade Apprenticeships,"67,200","1,137,800",5.9,0.7
K04000001,England and Wales,2011,Trade Apprenticeships,"1,238,800","35,630,400",3.5,0.1
K03000001,Great Britain,2011,Trade Apprenticeships,"1,411,400","39,040,000",3.6,0.1
K02000001,United Kingdom,2011,Trade Apprenticeships,"1,478,600","40,177,700",3.7,0.1
E09000001,City of London,2011,NVQ2 only,!,"2,100",!,!
E09000002,Barking and Dagenham,2011,NVQ2 only,"19,700","118,200",16.7,3
E09000003,Barnet,2011,NVQ2 only,"28,600","230,800",12.4,2.9
E09000004,Bexley,2011,NVQ2 only,"27,100","145,000",18.7,3.4
E09000005,Brent,2011,NVQ2 only,"25,500","217,600",11.7,3
E09000006,Bromley,2011,NVQ2 only,"27,900","197,000",14.2,3
E09000007,Camden,2011,NVQ2 only,"16,800","156,900",10.7,2.7
E09000008,Croydon,2011,NVQ2 only,"40,300","238,400",16.9,3.2
E09000009,Ealing,2011,NVQ2 only,"19,800","226,100",8.8,2.5
E09000010,Enfield,2011,NVQ2 only,"24,300","201,800",12,2.6
E09000011,Greenwich,2011,NVQ2 only,"19,000","166,900",11.4,2.4
E09000012,Hackney,2011,NVQ2 only,"23,400","177,800",13.2,2.6
E09000013,Hammersmith and Fulham,2011,NVQ2 only,"8,900","134,500",6.6,1.9
E09000014,Haringey,2011,NVQ2 only,"20,600","179,400",11.5,2.8
E09000015,Harrow,2011,NVQ2 only,"20,800","155,800",13.4,2.7
E09000016,Havering,2011,NVQ2 only,"32,000","150,100",21.3,3.8
E09000017,Hillingdon,2011,NVQ2 only,"28,300","181,100",15.6,3
E09000018,Hounslow,2011,NVQ2 only,"22,900","174,700",13.1,2.6
E09000019,Islington,2011,NVQ2 only,"12,000","152,500",7.9,2.2
E09000020,Kensington and Chelsea,2011,NVQ2 only,"8,900","113,200",7.9,2.1
E09000021,Kingston upon Thames,2011,NVQ2 only,"15,600","108,700",14.4,3
E09000022,Lambeth,2011,NVQ2 only,"16,400","221,800",7.4,2.2
E09000023,Lewisham,2011,NVQ2 only,"20,900","193,800",10.8,2.7
E09000024,Merton,2011,NVQ2 only,"14,900","136,100",11,2.5
E09000025,Newham,2011,NVQ2 only,"22,600","216,600",10.4,2.2
